model,seed,time,epoch,train,val
nn-100N-noemb1,1,2022-06-03 22:20,0,0.29,0.73
rn1-10N-noemb1,1,2022-06-03 22:20,0,0.34,0.77
ba-100N-noemb1,1,2022-06-03 22:20,0,0.28,0.69
nn-10N-noemb1,1,2022-06-03 22:20,0,0.30,0.69
nn-100N-noemb0,0,2022-06-03 22:21,0,0.29,0.72
rn10-100N-noemb1,1,2022-06-03 22:21,0,0.29,0.71
rn1-100N-noemb3,3,2022-06-03 22:21,0,0.29,0.74
rn10-10N-noemb3,3,2022-06-03 22:21,0,0.32,0.81
rn1-10N-noemb3,3,2022-06-03 22:21,0,0.34,0.86
rn1-100N-noemb2,2,2022-06-03 22:21,0,0.28,0.75
rn10-100N-noemb3,3,2022-06-03 22:21,0,0.28,0.70
ba-100N-noemb3,3,2022-06-03 22:21,0,0.28,0.70
nn-100N-noemb2,2,2022-06-03 22:21,0,0.29,0.70
ba-10N-noemb1,1,2022-06-03 22:21,0,0.30,0.69
rn1-100N-noemb1,1,2022-06-03 22:21,0,0.29,0.77
nn-10N-noemb3,3,2022-06-03 22:21,0,0.30,0.71
ba-10N-noemb3,3,2022-06-03 22:21,0,0.31,0.73
rn1-10N-noemb0,0,2022-06-03 22:21,0,0.34,0.90
nn-1000N-noemb1,1,2022-06-03 22:21,0,0.30,0.73
nn-1000N-noemb2,2,2022-06-03 22:21,0,0.30,0.69
rn1-10N-noemb2,2,2022-06-03 22:21,0,0.35,0.82
nn-100N-noemb3,3,2022-06-03 22:21,0,0.29,0.74
ba-10N-noemb2,2,2022-06-03 22:21,0,0.30,0.67
nn-10N-noemb2,2,2022-06-03 22:21,0,0.31,0.71
ba-1000N-noemb2,2,2022-06-03 22:21,0,0.28,0.67
rn1-1000N-noemb1,1,2022-06-03 22:21,0,0.29,0.70
ba-100N-noemb2,2,2022-06-03 22:21,0,0.28,0.68
rn1-100N-noemb0,0,2022-06-03 22:21,0,0.28,0.76
rn10-1000N-noemb1,1,2022-06-03 22:21,0,0.30,0.72
nn-1000N-noemb0,0,2022-06-03 22:21,0,0.30,0.75
rn10-100N-noemb2,2,2022-06-03 22:21,0,0.28,0.72
rn10-10N-noemb2,2,2022-06-03 22:21,0,0.32,0.81
ba-1000N-noemb1,1,2022-06-03 22:21,0,0.28,0.66
rn10-10N-noemb1,1,2022-06-03 22:21,0,0.33,0.79
rn1-1000N-noemb2,2,2022-06-03 22:21,0,0.29,0.71
rn10-10N-noemb4,4,2022-06-03 22:21,0,0.33,0.81
rn10-1000N-noemb2,2,2022-06-03 22:22,0,0.30,0.73
ba-10N-noemb0,0,2022-06-03 22:22,0,0.31,0.69
ba-1000N-noemb3,3,2022-06-03 22:22,0,0.28,0.70
ba-1000N-noemb0,0,2022-06-03 22:22,0,0.29,0.71
nn-10N-noemb0,0,2022-06-03 22:22,0,0.31,0.71
rn10-1000N-noemb3,3,2022-06-03 22:22,0,0.30,0.76
ba-100N-noemb0,0,2022-06-03 22:22,0,0.28,0.72
rn10-1000N-noemb0,0,2022-06-03 22:22,0,0.29,0.70
rn10-10N-noemb0,0,2022-06-03 22:22,0,0.33,0.78
rn1-1000N-noemb3,3,2022-06-03 22:22,0,0.29,0.72
rn1-1000N-noemb0,0,2022-06-03 22:22,0,0.29,0.75
nn-1000N-noemb3,3,2022-06-03 22:24,0,0.30,0.72
rn10-100N-noemb0,0,2022-06-03 22:24,0,0.28,0.73
nn-100N-noemb1,1,2022-06-03 22:27,1,0.26,0.72
nn-10N-noemb1,1,2022-06-03 22:27,1,0.26,0.67
rn10-100N-noemb1,1,2022-06-03 22:27,1,0.24,0.69
rn1-10N-noemb3,3,2022-06-03 22:27,1,0.29,0.83
rn1-100N-noemb2,2,2022-06-03 22:27,1,0.24,0.74
nn-100N-noemb3,3,2022-06-03 22:27,1,0.26,0.72
ba-10N-noemb3,3,2022-06-03 22:27,1,0.27,0.70
nn-10N-noemb2,2,2022-06-03 22:28,1,0.27,0.69
nn-1000N-noemb1,1,2022-06-03 22:28,1,0.26,0.72
rn1-10N-noemb0,0,2022-06-03 22:28,1,0.29,0.87
rn1-100N-noemb1,1,2022-06-03 22:28,1,0.25,0.73
rn1-1000N-noemb1,1,2022-06-03 22:28,1,0.23,0.68
rn10-10N-noemb4,4,2022-06-03 22:28,1,0.28,0.79
rn1-100N-noemb0,0,2022-06-03 22:28,1,0.23,0.73
nn-1000N-noemb0,0,2022-06-03 22:28,1,0.26,0.72
rn10-1000N-noemb1,1,2022-06-03 22:28,1,0.24,0.69
ba-1000N-noemb3,3,2022-06-03 22:28,1,0.23,0.69
rn10-1000N-noemb2,2,2022-06-03 22:29,1,0.24,0.72
rn10-1000N-noemb3,3,2022-06-03 22:30,1,0.24,0.72
ba-1000N-noemb0,0,2022-06-03 22:30,1,0.23,0.63
nn-10N-noemb0,0,2022-06-03 22:30,1,0.26,0.69
rn10-10N-noemb0,0,2022-06-03 22:30,1,0.28,0.75
ba-100N-noemb0,0,2022-06-03 22:30,1,0.24,0.68
nn-100N-noemb1,1,2022-06-03 22:33,2,0.25,0.70
rn1-10N-noemb1,1,2022-06-03 22:33,2,0.28,0.77
rn1-100N-noemb2,2,2022-06-03 22:34,2,0.22,0.74
nn-100N-noemb3,3,2022-06-03 22:34,2,0.25,0.71
rn1-100N-noemb3,3,2022-06-03 22:34,2,0.23,0.70
nn-10N-noemb2,2,2022-06-03 22:34,2,0.26,0.69
ba-100N-noemb3,3,2022-06-03 22:34,2,0.23,0.68
nn-1000N-noemb1,1,2022-06-03 22:34,2,0.24,0.68
ba-1000N-noemb2,2,2022-06-03 22:35,2,0.22,0.67
rn1-10N-noemb0,0,2022-06-03 22:35,2,0.28,0.86
ba-1000N-noemb3,3,2022-06-03 22:35,2,0.22,0.68
rn1-100N-noemb0,0,2022-06-03 22:35,2,0.22,0.72
rn10-1000N-noemb1,1,2022-06-03 22:36,2,0.22,0.67
nn-1000N-noemb0,0,2022-06-03 22:36,2,0.25,0.69
rn10-1000N-noemb3,3,2022-06-03 22:37,2,0.23,0.71
rn1-1000N-noemb3,3,2022-06-03 22:37,2,0.22,0.69
rn1-1000N-noemb0,0,2022-06-03 22:39,2,0.22,0.75
rn1-10N-noemb4,4,2022-06-03 22:40,0,0.34,0.86
nn-10N-noemb3,3,2022-06-03 22:40,3,0.25,0.69
ba-10N-noemb3,3,2022-06-03 22:40,3,0.26,0.69
rn1-10N-noemb3,3,2022-06-03 22:41,3,0.27,0.83
rn10-10N-noemb4,4,2022-06-03 22:41,3,0.26,0.75
rn1-100N-noemb0,0,2022-06-03 22:43,3,0.21,0.72
nn-1000N-noemb0,0,2022-06-03 22:43,3,0.24,0.69
nn-1000N-noemb3,3,2022-06-03 22:44,2,0.24,0.69
rn10-100N-noemb0,0,2022-06-03 22:45,2,0.21,0.73
nn-10N-noemb0,0,2022-06-03 22:46,3,0.25,0.68
rn1-10N-noemb5,5,2022-06-03 22:46,0,0.34,0.81
rn1-1000N-noemb0,0,2022-06-03 22:47,3,0.21,0.73
nn-10N-noemb4,4,2022-06-03 22:47,0,0.30,0.69
rn10-100N-noemb4,4,2022-06-03 22:47,0,0.28,0.79
ba-10N-noemb4,4,2022-06-03 22:48,0,0.31,0.73
ba-1000N-noemb4,4,2022-06-03 22:49,0,0.29,0.74
rn1-100N-noemb4,4,2022-06-03 22:49,0,0.28,0.80
ba-100N-noemb4,4,2022-06-03 22:49,0,0.28,0.74
nn-1000N-noemb4,4,2022-06-03 22:49,0,0.30,0.77
rn1-1000N-noemb4,4,2022-06-03 22:49,0,0.29,0.77
nn-100N-noemb4,4,2022-06-03 22:49,0,0.29,0.78
rn10-1000N-noemb4,4,2022-06-03 22:51,0,0.30,0.80
rn1-10N-noemb4,4,2022-06-03 22:51,1,0.29,0.81
nn-1000N-noemb3,3,2022-06-03 22:55,3,0.23,0.67
rn1-10N-noemb0,0,2022-06-03 22:56,5,0.26,0.85
rn10-100N-noemb4,4,2022-06-03 22:59,1,0.23,0.70
rn10-100N-noemb1,1,2022-06-03 22:59,6,0.20,0.68
ba-1000N-noemb4,4,2022-06-03 22:59,1,0.23,0.68
rn1-1000N-noemb4,4,2022-06-03 23:00,1,0.24,0.69
nn-1000N-noemb4,4,2022-06-03 23:00,1,0.26,0.73
rn1-100N-noemb2,2,2022-06-03 23:00,6,0.20,0.72
rn1-100N-noemb4,4,2022-06-03 23:01,1,0.24,0.74
nn-100N-noemb4,4,2022-06-03 23:01,1,0.26,0.73
ba-100N-noemb4,4,2022-06-03 23:01,1,0.24,0.69
ba-10N-noemb5,5,2022-06-03 23:01,0,0.30,0.73
ba-100N-noemb0,0,2022-06-03 23:01,5,0.21,0.67
nn-10N-noemb0,0,2022-06-03 23:01,5,0.25,0.68
ba-1000N-noemb3,3,2022-06-03 23:02,6,0.20,0.68
rn10-1000N-noemb4,4,2022-06-03 23:02,1,0.24,0.68
nn-100N-noemb5,5,2022-06-03 23:03,0,0.29,0.72
rn1-100N-noemb5,5,2022-06-03 23:06,0,0.29,0.81
rn10-10N-noemb5,5,2022-06-03 23:07,0,0.31,0.78
ba-10N-noemb6,6,2022-06-03 23:07,0,0.31,0.71
ba-10N-noemb5,5,2022-06-03 23:08,1,0.26,0.71
nn-1000N-noemb5,5,2022-06-03 23:08,0,0.30,0.71
rn1-10N-noemb6,6,2022-06-03 23:09,0,0.34,0.78
ba-1000N-noemb3,3,2022-06-03 23:09,7,0.20,0.67
rn10-100N-noemb5,5,2022-06-03 23:09,0,0.28,0.70
ba-100N-noemb5,5,2022-06-03 23:10,0,0.28,0.70
nn-1000N-noemb4,4,2022-06-03 23:10,2,0.24,0.70
rn10-1000N-noemb5,5,2022-06-03 23:10,0,0.30,0.77
nn-10N-noemb5,5,2022-06-03 23:10,0,0.31,0.67
ba-10N-noemb4,4,2022-06-03 23:10,2,0.26,0.70
rn1-1000N-noemb5,5,2022-06-03 23:10,0,0.30,0.76
ba-1000N-noemb5,5,2022-06-03 23:10,0,0.28,0.67
rn10-100N-noemb6,6,2022-06-03 23:10,0,0.28,0.69
rn1-10N-noemb7,7,2022-06-03 23:10,0,0.34,0.81
rn10-10N-noemb6,6,2022-06-03 23:10,0,0.32,0.80
nn-100N-noemb5,5,2022-06-03 23:10,1,0.26,0.70
nn-100N-noemb6,6,2022-06-03 23:11,0,0.29,0.70
rn10-1000N-noemb3,3,2022-06-03 23:11,7,0.21,0.71
rn1-1000N-noemb6,6,2022-06-03 23:11,0,0.29,0.73
rn1-10N-noemb4,4,2022-06-03 23:12,3,0.27,0.79
rn10-1000N-noemb2,2,2022-06-03 23:12,7,0.21,0.70
ba-10N-noemb6,6,2022-06-03 23:14,1,0.26,0.69
rn1-100N-noemb5,5,2022-06-03 23:14,1,0.24,0.79
nn-10N-noemb6,6,2022-06-03 23:14,0,0.30,0.69
rn10-10N-noemb5,5,2022-06-03 23:14,1,0.26,0.73
rn10-100N-noemb2,2,2022-06-03 23:15,8,0.20,0.72
nn-1000N-noemb5,5,2022-06-03 23:16,1,0.26,0.71
ba-1000N-noemb1,1,2022-06-03 23:17,8,0.20,0.66
nn-10N-noemb4,4,2022-06-03 23:18,3,0.25,0.68
ba-1000N-noemb4,4,2022-06-03 23:19,3,0.21,0.65
rn1-100N-noemb0,0,2022-06-03 23:19,8,0.20,0.71
rn1-10N-noemb7,7,2022-06-03 23:19,1,0.29,0.79
rn10-1000N-noemb5,5,2022-06-03 23:20,1,0.24,0.72
rn1-100N-noemb2,2,2022-06-03 23:20,9,0.20,0.72
rn1-1000N-noemb5,5,2022-06-03 23:20,1,0.24,0.74
ba-100N-noemb5,5,2022-06-03 23:20,1,0.24,0.70
rn10-100N-noemb6,6,2022-06-03 23:20,1,0.24,0.66
ba-10N-noemb4,4,2022-06-03 23:20,3,0.25,0.69
rn1-1000N-noemb4,4,2022-06-03 23:20,3,0.21,0.69
rn10-10N-noemb6,6,2022-06-03 23:20,1,0.28,0.78
ba-1000N-noemb5,5,2022-06-03 23:20,1,0.23,0.66
rn10-100N-noemb2,2,2022-06-03 23:22,9,0.19,0.70
ba-1000N-noemb2,2,2022-06-03 23:23,9,0.20,0.67
rn1-10N-noemb0,0,2022-06-03 23:23,9,0.25,0.85
nn-100N-noemb4,4,2022-06-03 23:23,3,0.24,0.69
rn1-100N-noemb6,6,2022-06-03 23:23,0,0.28,0.71
ba-100N-noemb4,4,2022-06-03 23:24,3,0.22,0.65
rn1-100N-noemb4,4,2022-06-03 23:24,3,0.22,0.74
ba-100N-noemb6,6,2022-06-03 23:26,0,0.28,0.69
rn1-1000N-noemb0,0,2022-06-03 23:26,8,0.19,0.72
nn-1000N-noemb6,6,2022-06-03 23:26,0,0.30,0.70
nn-10N-noemb6,6,2022-06-03 23:26,1,0.26,0.68
ba-1000N-noemb6,6,2022-06-03 23:26,0,0.28,0.69
rn10-100N-noemb7,7,2022-06-03 23:27,0,0.28,0.71
nn-10N-noemb7,7,2022-06-03 23:27,0,0.31,0.69
rn10-10N-noemb7,7,2022-06-03 23:27,0,0.33,0.77
rn1-100N-noemb7,7,2022-06-03 23:27,0,0.28,0.75
nn-100N-noemb7,7,2022-06-03 23:27,0,0.29,0.76
rn10-1000N-noemb6,6,2022-06-03 23:27,0,0.31,0.70
rn1-1000N-noemb7,7,2022-06-03 23:27,0,0.29,0.72
ba-100N-noemb7,7,2022-06-03 23:27,0,0.28,0.70
rn10-1000N-noemb7,7,2022-06-03 23:28,0,0.30,0.77
ba-10N-noemb7,7,2022-06-03 23:28,0,0.30,0.70
nn-1000N-noemb7,7,2022-06-03 23:28,0,0.30,0.71
rn1-100N-noemb5,5,2022-06-03 23:28,3,0.22,0.76
rn1-10N-noemb8,8,2022-06-03 23:29,0,0.34,0.89
rn1-10N-noemb7,7,2022-06-03 23:29,2,0.28,0.74
nn-10N-noemb8,8,2022-06-03 23:29,0,0.31,0.71
rn10-10N-noemb8,8,2022-06-03 23:29,0,0.32,0.76
rn1-100N-noemb8,8,2022-06-03 23:29,0,0.29,0.73
ba-10N-noemb8,8,2022-06-03 23:29,0,0.31,0.73
rn10-100N-noemb8,8,2022-06-03 23:29,0,0.29,0.72
rn1-1000N-noemb8,8,2022-06-03 23:29,0,0.29,0.74
nn-100N-noemb8,8,2022-06-03 23:29,0,0.29,0.68
ba-1000N-noemb7,7,2022-06-03 23:30,0,0.29,0.72
rn10-1000N-noemb8,8,2022-06-03 23:30,0,0.29,0.74
ba-10N-noemb4,4,2022-06-03 23:30,4,0.25,0.68
ba-100N-noemb8,8,2022-06-03 23:30,0,0.28,0.70
nn-10N-noemb9,9,2022-06-03 23:31,0,0.30,0.71
nn-1000N-noemb8,8,2022-06-03 23:31,0,0.30,0.71
rn1-10N-noemb9,9,2022-06-03 23:31,0,0.33,0.75
rn10-10N-noemb9,9,2022-06-03 23:32,0,0.34,0.77
ba-1000N-noemb8,8,2022-06-03 23:32,0,0.29,0.69
rn1-1000N-noemb9,9,2022-06-03 23:32,0,0.29,0.77
rn1-100N-noemb9,9,2022-06-03 23:32,0,0.29,0.75
nn-100N-noemb9,9,2022-06-03 23:32,0,0.30,0.67
rn10-100N-noemb9,9,2022-06-03 23:32,0,0.28,0.73
nn-1000N-noemb9,9,2022-06-03 23:33,0,0.30,0.68
nn-100N-noemb7,7,2022-06-03 23:33,1,0.25,0.72
ba-100N-noemb9,9,2022-06-03 23:33,0,0.28,0.71
rn10-100N-noemb7,7,2022-06-03 23:33,1,0.23,0.70
ba-10N-noemb9,9,2022-06-03 23:34,0,0.30,0.68
rn1-10N-noemb8,8,2022-06-03 23:35,1,0.29,0.88
rn1-1000N-noemb7,7,2022-06-03 23:35,1,0.24,0.71
rn10-1000N-noemb7,7,2022-06-03 23:35,1,0.24,0.72
ba-1000N-noemb9,9,2022-06-03 23:35,0,0.28,0.69
rn10-1000N-noemb9,9,2022-06-03 23:35,0,0.30,0.74
ba-10N-noemb7,7,2022-06-03 23:35,1,0.26,0.70
rn10-10N-noemb8,8,2022-06-03 23:36,1,0.28,0.74
nn-10N-noemb8,8,2022-06-03 23:36,1,0.26,0.70
ba-10N-noemb8,8,2022-06-03 23:36,1,0.26,0.70
nn-10N-noemb9,9,2022-06-03 23:37,1,0.26,0.67
nn-1000N-noemb8,8,2022-06-03 23:38,1,0.26,0.70
ba-1000N-noemb8,8,2022-06-03 23:38,1,0.23,0.69
rn1-100N-noemb9,9,2022-06-03 23:39,1,0.24,0.70
rn10-1000N-noemb5,5,2022-06-03 23:39,3,0.22,0.71
rn1-1000N-noemb9,9,2022-06-03 23:39,1,0.23,0.74
rn10-100N-noemb9,9,2022-06-03 23:39,1,0.24,0.69
rn1-1000N-noemb5,5,2022-06-03 23:39,3,0.22,0.73
nn-10N-noemb7,7,2022-06-03 23:40,2,0.26,0.66
nn-100N-noemb7,7,2022-06-03 23:40,2,0.24,0.71
ba-100N-noemb5,5,2022-06-03 23:40,3,0.22,0.69
rn1-100N-noemb7,7,2022-06-03 23:40,2,0.22,0.73
rn10-10N-noemb7,7,2022-06-03 23:40,2,0.26,0.73
ba-100N-noemb9,9,2022-06-03 23:40,1,0.24,0.70
ba-100N-noemb7,7,2022-06-03 23:41,2,0.23,0.69
rn1-10N-noemb8,8,2022-06-03 23:41,2,0.28,0.86
rn10-1000N-noemb7,7,2022-06-03 23:41,2,0.23,0.70
nn-1000N-noemb7,7,2022-06-03 23:42,2,0.25,0.70
rn10-10N-noemb8,8,2022-06-03 23:42,2,0.27,0.72
nn-10N-noemb8,8,2022-06-03 23:43,2,0.25,0.67
ba-1000N-noemb9,9,2022-06-03 23:43,1,0.23,0.69
rn1-100N-noemb5,5,2022-06-03 23:43,5,0.21,0.73
rn10-100N-noemb8,8,2022-06-03 23:43,2,0.22,0.72
rn1-1000N-noemb8,8,2022-06-03 23:43,2,0.22,0.69
rn10-1000N-noemb8,8,2022-06-03 23:44,2,0.22,0.74
ba-100N-noemb8,8,2022-06-03 23:44,2,0.22,0.69
ba-1000N-noemb8,8,2022-06-03 23:45,2,0.22,0.66
nn-1000N-noemb8,8,2022-06-03 23:46,2,0.25,0.69
rn1-100N-noemb7,7,2022-06-03 23:46,3,0.21,0.72
ba-100N-noemb7,7,2022-06-03 23:47,3,0.22,0.67
rn10-100N-noemb0,0,2022-06-03 23:47,8,0.20,0.71
rn10-1000N-noemb7,7,2022-06-03 23:48,3,0.22,0.70
rn1-1000N-noemb7,7,2022-06-03 23:49,3,0.21,0.70
nn-1000N-noemb5,5,2022-06-03 23:50,5,0.23,0.69
ba-10N-noemb7,7,2022-06-03 23:51,3,0.25,0.70
rn1-1000N-noemb6,6,2022-06-03 23:51,4,0.20,0.71
ba-100N-noemb8,8,2022-06-03 23:51,3,0.22,0.69
ba-1000N-noemb7,7,2022-06-03 23:52,3,0.21,0.70
ba-10N-noemb5,5,2022-06-03 23:52,8,0.24,0.71
nn-100N-noemb7,7,2022-06-03 23:53,4,0.23,0.69
rn1-100N-noemb7,7,2022-06-03 23:53,4,0.21,0.68
rn1-1000N-noemb9,9,2022-06-03 23:54,3,0.21,0.71
rn10-100N-noemb7,7,2022-06-03 23:54,4,0.20,0.70
nn-1000N-noemb7,7,2022-06-03 23:56,4,0.23,0.67
rn10-1000N-noemb6,6,2022-06-03 23:56,4,0.22,0.68
ba-1000N-noemb9,9,2022-06-03 23:57,3,0.21,0.69
rn1-1000N-noemb5,5,2022-06-03 23:59,5,0.20,0.71
ba-1000N-noemb7,7,2022-06-03 23:59,4,0.21,0.69
rn10-1000N-noemb9,9,2022-06-04 00:03,4,0.21,0.74
ba-100N-noemb8,8,2022-06-04 00:04,5,0.21,0.69
ba-1000N-noemb9,9,2022-06-04 00:05,4,0.20,0.67
rn10-1000N-noemb8,8,2022-06-04 00:05,5,0.21,0.73
nn-100N-noemb7,7,2022-06-04 00:05,6,0.22,0.67
ba-1000N-noemb6,6,2022-06-04 00:08,6,0.20,0.68
nn-100N-noemb8,8,2022-06-04 00:09,6,0.22,0.68
ba-100N-noemb5,5,2022-06-04 00:09,6,0.21,0.67
ba-100N-noemb9,9,2022-06-04 00:10,5,0.22,0.68
rn10-1000N-noemb6,6,2022-06-04 00:10,6,0.21,0.67
nn-100N-noemb6,6,2022-06-04 00:10,6,0.22,0.70
ba-100N-noemb6,6,2022-06-04 00:11,7,0.21,0.68
ba-1000N-noemb9,9,2022-06-04 00:12,5,0.20,0.67
rn10-1000N-noemb8,8,2022-06-04 00:12,6,0.20,0.70
ba-1000N-noemb6,6,2022-06-04 00:15,7,0.20,0.66
rn1-1000N-noemb9,9,2022-06-04 00:16,6,0.20,0.67
rn10-1000N-noemb5,5,2022-06-04 00:18,7,0.20,0.69
ba-100N-noemb6,6,2022-06-04 00:18,8,0.21,0.68
rn10-1000N-noemb9,9,2022-06-04 00:18,6,0.20,0.74
ba-1000N-noemb5,5,2022-06-04 00:21,7,0.20,0.64
rn1-100N-noemb4,4,2022-06-04 00:23,8,0.20,0.72
nn-1000N-noemb6,6,2022-06-04 00:27,9,0.23,0.69
nn-100N-noemb6,6,2022-06-04 00:30,8,0.22,0.69
rn1-1000N-noemb6,6,2022-06-04 00:31,8,0.19,0.71
rn10-1000N-noemb6,6,2022-06-04 00:31,9,0.21,0.65
rn1-1000N-noemb7,7,2022-06-04 00:31,9,0.19,0.69
rn10-1000N-noemb9,9,2022-06-04 00:44,9,0.20,0.73
rn1-10N-noemb1,1,2022-06-04 23:03,0,0.31,0.70
rn1-10N-noemb3,3,2022-06-04 23:03,0,0.30,0.73
nn-10N-noemb1,1,2022-06-04 23:03,0,0.29,0.68
ba-10N-noemb0,0,2022-06-04 23:03,0,0.29,0.71
rn10-100N-noemb2,2,2022-06-04 23:03,0,0.26,0.65
nn-100N-noemb2,2,2022-06-04 23:03,0,0.27,0.68
ba-10N-noemb2,2,2022-06-04 23:03,0,0.29,0.67
rn10-100N-noemb0,0,2022-06-04 23:03,0,0.26,0.70
rn1-100N-noemb1,1,2022-06-04 23:03,0,0.26,0.69
rn1-10N-noemb2,2,2022-06-04 23:03,0,0.31,0.69
rn10-10N-noemb2,2,2022-06-04 23:03,0,0.29,0.68
nn-100N-noemb1,1,2022-06-04 23:03,0,0.28,0.67
rn1-1000N-noemb3,3,2022-06-04 23:03,0,0.27,0.70
nn-1000N-noemb1,1,2022-06-04 23:03,0,0.28,0.66
rn1-100N-noemb3,3,2022-06-04 23:03,0,0.26,0.67
rn10-10N-noemb1,1,2022-06-04 23:03,0,0.29,0.70
ba-100N-noemb1,1,2022-06-04 23:03,0,0.26,0.66
nn-1000N-noemb3,3,2022-06-04 23:04,0,0.29,0.72
rn10-10N-noemb3,3,2022-06-04 23:04,0,0.29,0.70
nn-10N-noemb2,2,2022-06-04 23:04,0,0.29,0.68
ba-100N-noemb2,2,2022-06-04 23:04,0,0.27,0.65
nn-1000N-noemb0,0,2022-06-04 23:04,0,0.28,0.68
ba-1000N-noemb0,0,2022-06-04 23:04,0,0.27,0.67
rn1-1000N-noemb1,1,2022-06-04 23:04,0,0.28,0.68
ba-10N-noemb1,1,2022-06-04 23:04,0,0.29,0.72
rn10-10N-noemb4,4,2022-06-04 23:04,0,0.29,0.74
nn-100N-noemb3,3,2022-06-04 23:04,0,0.27,0.71
rn10-1000N-noemb1,1,2022-06-04 23:04,0,0.28,0.71
rn1-100N-noemb2,2,2022-06-04 23:04,0,0.27,0.66
rn1-1000N-noemb2,2,2022-06-04 23:04,0,0.28,0.66
rn10-100N-noemb1,1,2022-06-04 23:04,0,0.27,0.67
ba-1000N-noemb1,1,2022-06-04 23:04,0,0.27,0.71
ba-1000N-noemb3,3,2022-06-04 23:04,0,0.27,0.70
nn-1000N-noemb2,2,2022-06-04 23:04,0,0.28,0.66
rn10-1000N-noemb0,0,2022-06-04 23:04,0,0.29,0.65
ba-10N-noemb3,3,2022-06-04 23:04,0,0.29,0.70
ba-1000N-noemb2,2,2022-06-04 23:04,0,0.27,0.64
nn-10N-noemb0,0,2022-06-04 23:04,0,0.29,0.71
ba-100N-noemb0,0,2022-06-04 23:04,0,0.26,0.68
nn-10N-noemb3,3,2022-06-04 23:04,0,0.29,0.71
rn1-1000N-noemb0,0,2022-06-04 23:04,0,0.27,0.67
ba-100N-noemb3,3,2022-06-04 23:04,0,0.26,0.69
rn10-100N-noemb3,3,2022-06-04 23:04,0,0.27,0.70
rn10-1000N-noemb3,3,2022-06-04 23:04,0,0.29,0.68
rn10-1000N-noemb2,2,2022-06-04 23:05,0,0.28,0.70
rn10-10N-noemb0,0,2022-06-04 23:05,0,0.29,0.74
rn1-10N-noemb4,4,2022-06-04 23:05,0,0.31,0.72
nn-100N-noemb0,0,2022-06-04 23:06,0,0.28,0.71
nn-10N-noemb4,4,2022-06-04 23:06,0,0.30,0.71
rn1-10N-noemb0,0,2022-06-04 23:07,0,0.30,0.71
ba-10N-noemb4,4,2022-06-04 23:07,0,0.29,0.72
rn1-100N-noemb0,0,2022-06-04 23:08,0,0.26,0.70
rn1-10N-noemb1,1,2022-06-04 23:09,1,0.27,0.68
ba-100N-noemb4,4,2022-06-04 23:09,0,0.26,0.70
rn1-100N-noemb4,4,2022-06-04 23:10,0,0.26,0.72
rn10-100N-noemb4,4,2022-06-04 23:10,0,0.26,0.73
ba-10N-noemb0,0,2022-06-04 23:10,1,0.24,0.70
rn10-100N-noemb0,0,2022-06-04 23:10,1,0.22,0.65
nn-100N-noemb4,4,2022-06-04 23:10,0,0.28,0.73
nn-100N-noemb1,1,2022-06-04 23:10,1,0.24,0.67
ba-10N-noemb2,2,2022-06-04 23:10,1,0.24,0.67
rn1-100N-noemb1,1,2022-06-04 23:10,1,0.22,0.67
nn-1000N-noemb4,4,2022-06-04 23:10,0,0.28,0.74
ba-10N-noemb5,5,2022-06-04 23:11,0,0.29,0.70
rn1-1000N-noemb4,4,2022-06-04 23:11,0,0.28,0.76
rn10-1000N-noemb4,4,2022-06-04 23:11,0,0.29,0.74
rn1-100N-noemb3,3,2022-06-04 23:11,1,0.22,0.66
ba-10N-noemb1,1,2022-06-04 23:11,1,0.24,0.69
nn-1000N-noemb1,1,2022-06-04 23:11,1,0.24,0.64
nn-1000N-noemb3,3,2022-06-04 23:11,1,0.24,0.71
rn10-100N-noemb1,1,2022-06-04 23:11,1,0.22,0.66
ba-100N-noemb2,2,2022-06-04 23:11,1,0.23,0.65
rn1-1000N-noemb3,3,2022-06-04 23:11,1,0.22,0.68
nn-1000N-noemb0,0,2022-06-04 23:11,1,0.24,0.67
rn10-10N-noemb4,4,2022-06-04 23:11,1,0.25,0.72
nn-100N-noemb3,3,2022-06-04 23:11,1,0.23,0.68
ba-1000N-noemb3,3,2022-06-04 23:11,1,0.22,0.66
ba-1000N-noemb0,0,2022-06-04 23:11,1,0.22,0.67
rn10-1000N-noemb0,0,2022-06-04 23:11,1,0.24,0.63
rn10-1000N-noemb1,1,2022-06-04 23:11,1,0.23,0.66
nn-10N-noemb0,0,2022-06-04 23:11,1,0.25,0.69
ba-1000N-noemb1,1,2022-06-04 23:12,1,0.22,0.65
ba-100N-noemb0,0,2022-06-04 23:12,1,0.22,0.68
ba-100N-noemb3,3,2022-06-04 23:12,1,0.22,0.68
rn10-1000N-noemb3,3,2022-06-04 23:12,1,0.23,0.68
rn10-1000N-noemb2,2,2022-06-04 23:13,1,0.24,0.69
rn10-10N-noemb0,0,2022-06-04 23:14,1,0.25,0.73
nn-10N-noemb4,4,2022-06-04 23:15,1,0.25,0.71
rn1-10N-noemb3,3,2022-06-04 23:15,2,0.25,0.70
ba-10N-noemb4,4,2022-06-04 23:16,1,0.25,0.70
rn1-10N-noemb0,0,2022-06-04 23:17,1,0.26,0.70
rn1-100N-noemb1,1,2022-06-04 23:17,2,0.21,0.65
rn1-10N-noemb2,2,2022-06-04 23:17,2,0.25,0.69
