model,seed,time,epoch,train,val
sincos-1000N3,3,2022-06-06 22:40,0,0.36,0.71
default-10N4,4,2022-06-06 22:41,0,0.31,0.72
sincos-10N3,3,2022-06-06 22:42,1,0.28,0.66
3dsincos-10N4,4,2022-06-06 22:42,0,0.57,1.01
3dsincos-10N3,3,2022-06-06 22:43,1,0.49,1.05
sincos-1000N2,2,2022-06-06 22:45,1,0.28,0.66
3dsincos-1000N3,3,2022-06-06 22:46,1,0.51,1.06
noemb-100N4,4,2022-06-06 22:47,0,0.29,0.75
default-100N4,4,2022-06-06 22:47,0,0.30,0.68
sincos-10N4,4,2022-06-06 22:47,0,0.46,0.68
sincos-1000N3,3,2022-06-06 22:48,1,0.27,0.69
default-10N4,4,2022-06-06 22:49,1,0.28,0.67
noemb-100N3,3,2022-06-06 22:50,2,0.24,0.69
noemb-1000N4,4,2022-06-06 22:50,0,0.30,0.75
sincos-100N4,4,2022-06-06 22:52,0,0.36,0.69
noemb-1000N3,3,2022-06-06 22:52,2,0.24,0.69
default-1000N4,4,2022-06-06 22:52,0,0.30,0.67
sincos-1000N4,4,2022-06-06 22:52,0,0.39,0.69
noemb-100N4,4,2022-06-06 22:54,1,0.25,0.75
3dsincos-100N4,4,2022-06-06 22:54,0,0.55,1.06
sincos-10N1,1,2022-06-06 22:54,8,0.26,0.65
sincos-10N4,4,2022-06-06 22:56,1,0.29,0.67
3dsincos-1000N4,4,2022-06-06 22:56,0,0.56,1.06
sincos-10N3,3,2022-06-06 22:57,3,0.28,0.64
noemb-10N4,4,2022-06-06 22:57,3,0.25,0.69
noemb-1000N3,3,2022-06-06 22:59,3,0.23,0.68
noemb-1000N4,4,2022-06-06 22:59,1,0.26,0.70
noemb-100N4,4,2022-06-06 23:01,2,0.24,0.72
sincos-100N4,4,2022-06-06 23:01,1,0.28,0.65
sincos-1000N4,4,2022-06-06 23:03,1,0.28,0.64
3dsincos-1000N3,3,2022-06-06 23:03,3,0.45,1.04
3dsincos-100N4,4,2022-06-06 23:03,1,0.50,1.06
default-10N4,4,2022-06-06 23:04,3,0.26,0.65
default-10N5,5,2022-06-06 23:05,0,0.31,0.70
sincos-10N5,5,2022-06-06 23:07,0,0.37,0.67
noemb-100N4,4,2022-06-06 23:08,3,0.23,0.71
noemb-10N5,5,2022-06-06 23:12,0,0.31,0.70
sincos-10N4,4,2022-06-06 23:12,3,0.27,0.66
noemb-100N5,5,2022-06-06 23:12,0,0.29,0.72
default-100N5,5,2022-06-06 23:13,0,0.30,0.67
default-10N5,5,2022-06-06 23:13,1,0.27,0.70
3dsincos-10N5,5,2022-06-06 23:13,0,0.55,1.06
3dsincos-100N5,5,2022-06-06 23:14,0,0.56,1.06
sincos-100N4,4,2022-06-06 23:18,3,0.26,0.63
default-10N5,5,2022-06-06 23:22,2,0.27,0.66
sincos-1000N4,4,2022-06-06 23:22,3,0.25,0.64
sincos-100N5,5,2022-06-06 23:23,0,0.35,0.66
noemb-10N5,5,2022-06-06 23:23,1,0.26,0.67
default-100N5,5,2022-06-06 23:25,1,0.27,0.67
sincos-10N4,4,2022-06-06 23:29,5,0.27,0.66
noemb-10N4,4,2022-06-06 23:29,8,0.24,0.69
default-1000N5,5,2022-06-06 23:30,0,0.30,0.71
sincos-10N5,5,2022-06-06 23:32,3,0.27,0.67
sincos-1000N5,5,2022-06-06 23:40,0,0.35,0.65
noemb-1000N5,5,2022-06-06 23:41,0,0.30,0.73
default-10N6,6,2022-06-06 23:41,0,0.31,0.68
3dsincos-1000N5,5,2022-06-06 23:41,0,0.56,1.07
sincos-10N6,6,2022-06-06 23:42,0,0.34,0.70
default-100N6,6,2022-06-06 23:42,0,0.30,0.64
noemb-10N6,6,2022-06-06 23:43,0,0.31,0.69
default-10N7,7,2022-06-06 23:44,0,0.31,0.67
noemb-100N5,5,2022-06-06 23:44,3,0.24,0.72
sincos-100N6,6,2022-06-06 23:45,0,0.32,0.64
3dsincos-10N6,6,2022-06-06 23:46,0,0.55,1.11
sincos-100N5,5,2022-06-06 23:48,2,0.27,0.63
noemb-1000N6,6,2022-06-06 23:48,0,0.30,0.67
3dsincos-100N6,6,2022-06-06 23:49,0,0.55,1.08
sincos-1000N6,6,2022-06-06 23:49,0,0.33,0.65
noemb-100N4,4,2022-06-06 23:50,9,0.22,0.70
default-1000N6,6,2022-06-06 23:50,0,0.30,0.68
noemb-1000N5,5,2022-06-06 23:51,1,0.26,0.68
3dsincos-1000N6,6,2022-06-06 23:52,0,0.56,1.06
noemb-100N6,6,2022-06-06 23:52,0,0.29,0.71
sincos-100N6,6,2022-06-06 23:53,1,0.28,0.63
3dsincos-1000N5,5,2022-06-06 23:54,1,0.50,1.06
sincos-10N6,6,2022-06-06 23:55,1,0.28,0.65
sincos-10N5,5,2022-06-06 23:56,6,0.26,0.65
noemb-10N7,7,2022-06-06 23:57,0,0.31,0.66
sincos-1000N6,6,2022-06-06 23:57,1,0.28,0.61
noemb-100N7,7,2022-06-06 23:58,0,0.29,0.72
3dsincos-10N7,7,2022-06-06 23:59,0,0.57,1.03
sincos-10N7,7,2022-06-06 23:59,0,0.38,0.65
3dsincos-1000N6,6,2022-06-07 00:00,1,0.53,1.04
3dsincos-100N7,7,2022-06-07 00:01,0,0.55,1.00
default-1000N7,7,2022-06-07 00:03,0,0.30,0.65
3dsincos-1000N7,7,2022-06-07 00:03,0,0.56,1.01
sincos-1000N7,7,2022-06-07 00:04,0,0.34,0.67
noemb-100N5,5,2022-06-07 00:06,5,0.23,0.71
3dsincos-1000N5,5,2022-06-07 00:06,2,0.48,1.02
noemb-1000N7,7,2022-06-07 00:11,0,0.30,0.72
default-1000N7,7,2022-06-07 00:11,1,0.27,0.64
noemb-100N7,7,2022-06-07 00:12,2,0.24,0.68
default-10N6,6,2022-06-07 00:14,3,0.27,0.67
default-10N8,8,2022-06-07 00:18,0,0.32,0.69
3dsincos-100N6,6,2022-06-07 00:19,4,0.43,1.08
3dsincos-10N5,5,2022-06-07 00:23,6,0.42,1.04
sincos-100N7,7,2022-06-07 00:23,0,0.35,0.64
default-10N6,6,2022-06-07 00:24,4,0.26,0.65
default-100N7,7,2022-06-07 00:27,0,0.30,0.65
noemb-1000N7,7,2022-06-07 00:27,2,0.25,0.69
default-10N8,8,2022-06-07 00:27,1,0.28,0.69
noemb-10N8,8,2022-06-07 00:29,0,0.31,0.71
default-100N8,8,2022-06-07 00:31,0,0.30,0.66
sincos-10N8,8,2022-06-07 00:32,0,0.39,0.65
noemb-100N6,6,2022-06-07 00:32,6,0.22,0.70
3dsincos-10N8,8,2022-06-07 00:35,0,0.55,1.13
noemb-10N8,8,2022-06-07 00:36,1,0.26,0.68
noemb-100N8,8,2022-06-07 00:36,0,0.30,0.71
noemb-100N5,5,2022-06-07 00:37,8,0.22,0.69
noemb-100N6,6,2022-06-07 00:39,7,0.22,0.70
3dsincos-10N8,8,2022-06-07 00:42,1,0.48,1.07
default-10N9,9,2022-06-07 00:44,0,0.31,0.69
default-10N8,8,2022-06-07 00:45,3,0.26,0.69
default-10N9,9,2022-06-07 00:51,1,0.28,0.67
default-10N8,8,2022-06-07 00:54,4,0.26,0.69
sincos-10N8,8,2022-06-07 00:57,3,0.27,0.65
noemb-10N6,6,2022-06-07 01:01,7,0.24,0.68
noemb-1000N8,8,2022-06-07 01:01,0,0.30,0.71
sincos-100N9,9,2022-06-07 01:01,0,0.32,0.68
sincos-1000N8,8,2022-06-07 01:02,0,0.38,0.67
sincos-100N8,8,2022-06-07 01:02,0,0.36,0.65
3dsincos-100N8,8,2022-06-07 01:03,0,0.55,1.04
default-100N9,9,2022-06-07 01:05,0,0.30,0.67
3dsincos-10N6,6,2022-06-07 01:06,6,0.40,1.03
sincos-10N8,8,2022-06-07 01:07,4,0.26,0.64
noemb-1000N8,8,2022-06-07 01:08,1,0.25,0.70
sincos-100N9,9,2022-06-07 01:09,1,0.27,0.67
noemb-100N9,9,2022-06-07 01:10,0,0.29,0.69
noemb-10N9,9,2022-06-07 01:10,0,0.31,0.69
3dsincos-1000N8,8,2022-06-07 01:10,0,0.56,1.04
default-10N8,8,2022-06-07 01:10,6,0.25,0.67
3dsincos-10N9,9,2022-06-07 01:11,0,0.55,1.01
3dsincos-100N8,8,2022-06-07 01:11,1,0.49,1.01
sincos-10N9,9,2022-06-07 01:12,0,0.34,0.67
noemb-1000N9,9,2022-06-07 01:12,0,0.30,0.70
noemb-1000N8,8,2022-06-07 01:15,2,0.24,0.70
default-1000N8,8,2022-06-07 01:16,0,0.30,0.69
noemb-10N9,9,2022-06-07 01:17,1,0.26,0.69
3dsincos-1000N8,8,2022-06-07 01:18,1,0.52,1.00
default-10N9,9,2022-06-07 01:21,5,0.25,0.66
noemb-1000N8,8,2022-06-07 01:22,3,0.23,0.69
default-1000N9,9,2022-06-07 01:26,0,0.30,0.64
sincos-1000N9,9,2022-06-07 01:27,0,0.36,0.67
3dsincos-1000N9,9,2022-06-07 01:28,0,0.56,1.02
sincos-100N8,8,2022-06-07 01:29,3,0.27,0.64
3dsincos-100N9,9,2022-06-07 01:30,0,0.54,1.04
default-1000N8,8,2022-06-07 01:32,2,0.24,0.68
noemb-10N9,9,2022-06-07 01:38,4,0.25,0.68
noemb-100N8,8,2022-06-07 01:39,6,0.23,0.70
sincos-1000N9,9,2022-06-07 01:40,1,0.28,0.66
sincos-10N9,9,2022-06-07 02:29,9,0.26,0.67
noemb-10N4,4,2022-06-07 08:37,0,0.29,0.72
noemb-100N3,3,2022-06-07 08:37,0,0.28,0.76
noemb-100N4,4,2022-06-07 08:37,0,0.28,0.74
noemb-10N3,3,2022-06-07 08:37,0,0.29,0.72
noemb-1000N3,3,2022-06-07 08:37,0,0.28,0.71
noemb-10N2,2,2022-06-07 08:38,0,0.29,0.68
noemb-100N2,2,2022-06-07 08:38,0,0.28,0.68
noemb-10N1,1,2022-06-07 08:38,0,0.29,0.69
default-100N3,3,2022-06-07 08:38,0,0.29,0.63
3dsincos-100N2,2,2022-06-07 08:38,0,0.53,1.03
default-100N1,1,2022-06-07 08:38,0,0.28,0.63
3dsincos-100N4,4,2022-06-07 08:38,0,0.52,1.09
sincos-100N4,4,2022-06-07 08:38,0,0.32,0.66
sincos-10N4,4,2022-06-07 08:38,0,0.34,0.67
noemb-1000N1,1,2022-06-07 08:38,0,0.28,0.66
default-1000N3,3,2022-06-07 08:38,0,0.29,0.62
default-10N4,4,2022-06-07 08:38,0,0.30,0.69
default-10N3,3,2022-06-07 08:38,0,0.30,0.70
noemb-1000N4,4,2022-06-07 08:38,0,0.28,0.73
default-100N2,2,2022-06-07 08:38,0,0.29,0.63
3dsincos-10N4,4,2022-06-07 08:38,0,0.55,1.02
sincos-10N3,3,2022-06-07 08:38,0,0.35,0.68
3dsincos-1000N2,2,2022-06-07 08:38,0,0.55,1.04
3dsincos-100N3,3,2022-06-07 08:38,0,0.53,1.03
3dsincos-1000N3,3,2022-06-07 08:38,0,0.55,1.03
sincos-100N3,3,2022-06-07 08:38,0,0.33,0.66
sincos-1000N3,3,2022-06-07 08:38,0,0.35,0.64
noemb-1000N2,2,2022-06-07 08:38,0,0.28,0.66
noemb-100N1,1,2022-06-07 08:39,0,0.28,0.71
default-1000N2,2,2022-06-07 08:39,0,0.29,0.62
3dsincos-10N2,2,2022-06-07 08:39,0,0.54,1.21
default-10N2,2,2022-06-07 08:39,0,0.30,0.65
sincos-100N2,2,2022-06-07 08:39,0,0.32,0.63
3dsincos-10N3,3,2022-06-07 08:39,0,0.56,1.06
sincos-10N2,2,2022-06-07 08:39,0,0.32,0.68
default-1000N1,1,2022-06-07 08:39,0,0.29,0.62
sincos-1000N2,2,2022-06-07 08:39,0,0.32,0.63
3dsincos-10N1,1,2022-06-07 08:39,0,0.54,1.28
3dsincos-1000N1,1,2022-06-07 08:40,0,0.55,1.02
noemb-1000N0,0,2022-06-07 08:40,0,0.28,0.65
3dsincos-1000N0,0,2022-06-07 08:40,0,0.55,1.02
noemb-10N0,0,2022-06-07 08:41,0,0.29,0.72
noemb-100N0,0,2022-06-07 08:41,0,0.28,0.69
default-10N1,1,2022-06-07 08:41,0,0.30,0.65
default-1000N0,0,2022-06-07 08:42,0,0.29,0.65
default-100N0,0,2022-06-07 08:42,0,0.28,0.66
3dsincos-100N1,1,2022-06-07 08:42,0,0.53,1.01
3dsincos-10N0,0,2022-06-07 08:42,0,0.55,1.00
sincos-100N1,1,2022-06-07 08:42,0,0.35,0.63
sincos-100N0,0,2022-06-07 08:42,0,0.31,0.68
sincos-10N1,1,2022-06-07 08:42,0,0.33,0.66
sincos-1000N1,1,2022-06-07 08:43,0,0.35,0.66
sincos-10N0,0,2022-06-07 08:43,0,0.36,0.68
sincos-1000N0,0,2022-06-07 08:44,0,0.35,0.69
noemb-10N4,4,2022-06-07 08:44,1,0.24,0.70
noemb-100N4,4,2022-06-07 08:44,1,0.24,0.69
3dsincos-100N0,0,2022-06-07 08:44,0,0.53,1.09
default-10N0,0,2022-06-07 08:44,0,0.30,0.71
noemb-100N3,3,2022-06-07 08:44,1,0.24,0.70
noemb-10N3,3,2022-06-07 08:44,1,0.25,0.69
noemb-1000N3,3,2022-06-07 08:45,1,0.23,0.68
noemb-10N2,2,2022-06-07 08:46,1,0.25,0.67
default-10N4,4,2022-06-07 08:46,1,0.26,0.64
sincos-100N4,4,2022-06-07 08:46,1,0.25,0.65
default-10N3,3,2022-06-07 08:46,1,0.26,0.69
noemb-1000N4,4,2022-06-07 08:46,1,0.23,0.70
sincos-10N3,3,2022-06-07 08:46,1,0.27,0.64
sincos-1000N3,3,2022-06-07 08:47,1,0.26,0.62
sincos-10N2,2,2022-06-07 08:47,1,0.27,0.67
noemb-100N1,1,2022-06-07 08:48,1,0.23,0.71
noemb-10N3,3,2022-06-07 08:51,2,0.24,0.68
noemb-100N3,3,2022-06-07 08:51,2,0.23,0.68
noemb-10N0,0,2022-06-07 08:52,1,0.25,0.71
noemb-1000N3,3,2022-06-07 08:53,2,0.22,0.67
default-1000N0,0,2022-06-07 08:53,1,0.25,0.63
default-100N0,0,2022-06-07 08:53,1,0.24,0.65
noemb-10N1,1,2022-06-07 08:54,2,0.24,0.67
sincos-10N4,4,2022-06-07 08:54,2,0.25,0.66
noemb-1000N1,1,2022-06-07 08:54,2,0.22,0.66
sincos-100N0,0,2022-06-07 08:54,1,0.26,0.66
noemb-1000N4,4,2022-06-07 08:54,2,0.22,0.69
noemb-100N1,1,2022-06-07 08:56,2,0.22,0.69
sincos-100N2,2,2022-06-07 08:56,2,0.24,0.62
sincos-10N0,0,2022-06-07 08:57,1,0.27,0.67
sincos-1000N2,2,2022-06-07 08:57,2,0.24,0.63
sincos-1000N0,0,2022-06-07 08:58,1,0.25,0.64
default-10N0,0,2022-06-07 08:58,1,0.26,0.66
noemb-10N4,4,2022-06-07 08:58,3,0.23,0.69
3dsincos-100N0,0,2022-06-07 08:58,1,0.45,1.08
noemb-100N4,4,2022-06-07 08:59,3,0.22,0.64
noemb-10N6,6,2022-06-07 08:59,0,0.29,0.69
noemb-100N8,8,2022-06-07 08:59,0,0.28,0.70
3dsincos-1000N1,1,2022-06-07 08:59,2,0.44,1.02
noemb-10N7,7,2022-06-07 08:59,0,0.29,0.69
default-10N6,6,2022-06-07 08:59,0,0.30,0.66
noemb-1000N6,6,2022-06-07 09:00,0,0.28,0.65
noemb-1000N8,8,2022-06-07 09:00,0,0.28,0.70
noemb-1000N7,7,2022-06-07 09:00,0,0.28,0.69
default-100N7,7,2022-06-07 09:00,0,0.29,0.66
sincos-1000N5,5,2022-06-07 09:00,0,0.36,0.68
noemb-1000N3,3,2022-06-07 09:00,3,0.21,0.66
sincos-10N7,7,2022-06-07 09:00,0,0.34,0.62
noemb-100N7,7,2022-06-07 09:00,0,0.28,0.70
default-10N8,8,2022-06-07 09:00,0,0.30,0.77
sincos-10N9,9,2022-06-07 09:00,0,0.39,0.66
default-10N7,7,2022-06-07 09:00,0,0.30,0.67
3dsincos-100N6,6,2022-06-07 09:00,0,0.53,1.10
default-100N8,8,2022-06-07 09:00,0,0.29,0.67
sincos-10N8,8,2022-06-07 09:00,0,0.39,0.64
3dsincos-100N7,7,2022-06-07 09:01,0,0.54,1.01
3dsincos-100N8,8,2022-06-07 09:01,0,0.55,1.03
3dsincos-1000N6,6,2022-06-07 09:01,0,0.55,1.06
sincos-1000N8,8,2022-06-07 09:01,0,0.36,0.67
sincos-100N7,7,2022-06-07 09:01,0,0.34,0.65
sincos-1000N6,6,2022-06-07 09:01,0,0.35,0.64
default-1000N6,6,2022-06-07 09:01,0,0.29,0.64
sincos-1000N7,7,2022-06-07 09:01,0,0.35,0.65
3dsincos-10N7,7,2022-06-07 09:01,0,0.55,1.05
3dsincos-1000N7,7,2022-06-07 09:01,0,0.55,1.01
default-1000N7,7,2022-06-07 09:01,0,0.29,0.65
noemb-1000N5,5,2022-06-07 09:02,0,0.28,0.66
sincos-10N4,4,2022-06-07 09:02,3,0.25,0.65
default-10N3,3,2022-06-07 09:02,3,0.24,0.67
sincos-100N4,4,2022-06-07 09:02,3,0.24,0.62
noemb-100N5,5,2022-06-07 09:02,0,0.28,0.76
noemb-10N5,5,2022-06-07 09:02,0,0.30,0.68
noemb-100N6,6,2022-06-07 09:03,0,0.28,0.68
noemb-1000N4,4,2022-06-07 09:03,3,0.21,0.65
default-100N5,5,2022-06-07 09:03,0,0.29,0.67
sincos-100N3,3,2022-06-07 09:03,3,0.23,0.64
default-1000N5,5,2022-06-07 09:03,0,0.28,0.67
default-100N4,4,2022-06-07 09:03,0,0.28,0.71
sincos-10N5,5,2022-06-07 09:03,0,0.32,0.67
sincos-1000N4,4,2022-06-07 09:03,0,0.34,0.67
3dsincos-1000N4,4,2022-06-07 09:03,0,0.55,1.08
3dsincos-10N5,5,2022-06-07 09:03,0,0.55,1.05
sincos-10N6,6,2022-06-07 09:03,0,0.35,0.66
3dsincos-1000N5,5,2022-06-07 09:04,0,0.54,1.01
default-1000N4,4,2022-06-07 09:04,0,0.28,0.70
sincos-100N5,5,2022-06-07 09:04,0,0.32,0.64
default-10N5,5,2022-06-07 09:04,0,0.30,0.70
default-100N6,6,2022-06-07 09:04,0,0.28,0.65
3dsincos-100N5,5,2022-06-07 09:04,0,0.53,1.04
3dsincos-10N6,6,2022-06-07 09:04,0,0.52,1.35
sincos-100N6,6,2022-06-07 09:04,0,0.34,0.65
sincos-10N2,2,2022-06-07 09:05,3,0.25,0.67
noemb-10N6,6,2022-06-07 09:06,1,0.25,0.68
3dsincos-10N8,8,2022-06-07 09:06,0,0.54,1.34
default-10N6,6,2022-06-07 09:07,1,0.25,0.64
sincos-10N1,1,2022-06-07 09:07,2,0.26,0.66
noemb-1000N8,8,2022-06-07 09:07,1,0.23,0.69
noemb-1000N7,7,2022-06-07 09:07,1,0.24,0.68
sincos-10N9,9,2022-06-07 09:08,1,0.27,0.65
sincos-1000N5,5,2022-06-07 09:08,1,0.26,0.64
default-100N8,8,2022-06-07 09:09,1,0.24,0.66
sincos-1000N1,1,2022-06-07 09:09,2,0.25,0.64
noemb-10N2,2,2022-06-07 09:09,4,0.23,0.66
sincos-1000N6,6,2022-06-07 09:09,1,0.26,0.62
default-1000N6,6,2022-06-07 09:09,1,0.25,0.63
sincos-1000N7,7,2022-06-07 09:10,1,0.26,0.64
noemb-1000N0,0,2022-06-07 09:11,3,0.21,0.65
noemb-1000N5,5,2022-06-07 09:12,1,0.24,0.65
noemb-100N8,8,2022-06-07 09:13,2,0.22,0.67
noemb-100N5,5,2022-06-07 09:13,1,0.23,0.69
noemb-10N5,5,2022-06-07 09:14,1,0.25,0.67
noemb-1000N8,8,2022-06-07 09:14,2,0.22,0.67
sincos-100N2,2,2022-06-07 09:14,4,0.23,0.61
sincos-10N2,2,2022-06-07 09:14,4,0.24,0.66
noemb-10N0,0,2022-06-07 09:14,3,0.23,0.71
noemb-1000N7,7,2022-06-07 09:14,2,0.22,0.67
default-100N4,4,2022-06-07 09:15,1,0.24,0.69
noemb-100N0,0,2022-06-07 09:15,3,0.22,0.68
noemb-100N7,7,2022-06-07 09:15,2,0.22,0.68
default-100N7,7,2022-06-07 09:15,2,0.23,0.66
sincos-1000N4,4,2022-06-07 09:15,1,0.26,0.64
sincos-10N6,6,2022-06-07 09:16,1,0.27,0.63
default-1000N4,4,2022-06-07 09:16,1,0.24,0.70
default-100N6,6,2022-06-07 09:16,1,0.24,0.65
sincos-100N5,5,2022-06-07 09:16,1,0.26,0.63
default-10N8,8,2022-06-07 09:16,2,0.25,0.75
3dsincos-100N5,5,2022-06-07 09:16,1,0.45,1.00
default-10N5,5,2022-06-07 09:16,1,0.26,0.67
sincos-100N6,6,2022-06-07 09:17,1,0.25,0.63
default-100N8,8,2022-06-07 09:17,2,0.23,0.63
sincos-1000N8,8,2022-06-07 09:18,2,0.24,0.66
sincos-100N0,0,2022-06-07 09:18,3,0.23,0.64
sincos-1000N7,7,2022-06-07 09:19,2,0.24,0.64
default-10N8,8,2022-06-07 09:24,3,0.24,0.74
noemb-10N7,7,2022-06-07 09:27,4,0.23,0.69
noemb-1000N2,2,2022-06-07 09:29,6,0.19,0.66
noemb-100N8,8,2022-06-07 09:33,5,0.21,0.66
noemb-1000N5,5,2022-06-07 09:33,3,0.21,0.65
sincos-100N7,7,2022-06-07 09:34,4,0.23,0.64
sincos-1000N8,8,2022-06-07 09:35,4,0.23,0.65
default-100N4,4,2022-06-07 09:37,3,0.22,0.64
noemb-1000N2,2,2022-06-07 09:37,7,0.19,0.64
sincos-10N5,5,2022-06-07 09:39,3,0.25,0.67
noemb-1000N0,0,2022-06-07 09:41,6,0.20,0.62
noemb-10N7,7,2022-06-07 09:41,6,0.22,0.68
noemb-1000N1,1,2022-06-07 09:42,8,0.19,0.65
noemb-1000N5,5,2022-06-07 09:43,4,0.21,0.65
noemb-100N0,0,2022-06-07 09:48,6,0.21,0.67
default-100N5,5,2022-06-07 09:49,4,0.22,0.67
noemb-1000N6,6,2022-06-07 09:50,7,0.20,0.65
3dsincos-10N6,6,2022-06-07 09:52,4,0.37,1.12
3dsincos-10N1,1,2022-06-07 10:05,9,0.79,1.19
sincos-1000N5,5,2022-06-07 10:06,8,0.20,0.64
noemb-10N0,0,2022-06-07 10:20,9,0.22,0.71
noemb-100N0,0,2022-06-07 10:22,9,0.20,0.66
default-100N5,5,2022-06-07 10:22,7,0.21,0.65
noemb-1000N5,5,2022-06-07 10:24,8,0.20,0.65
sincos-10N5,5,2022-06-07 10:26,7,0.24,0.67
sincos-100N6,6,2022-06-07 10:28,7,0.22,0.63
noemb-100N5,5,2022-06-07 10:31,8,0.20,0.66
sincos-100N8,8,2022-06-07 10:35,0,0.32,0.66
default-1000N8,8,2022-06-07 10:36,0,0.29,0.71
noemb-10N8,8,2022-06-07 10:37,0,0.30,0.69
noemb-100N9,9,2022-06-07 10:38,0,0.28,0.68
3dsincos-10N9,9,2022-06-07 10:40,0,0.55,1.07
default-100N9,9,2022-06-07 10:40,0,0.29,0.62
3dsincos-1000N8,8,2022-06-07 10:40,0,0.55,1.04
noemb-10N9,9,2022-06-07 10:41,0,0.29,0.68
default-10N9,9,2022-06-07 10:42,0,0.30,0.66
noemb-10N8,8,2022-06-07 10:47,1,0.24,0.68
sincos-100N9,9,2022-06-07 10:48,0,0.33,0.64
sincos-1000N9,9,2022-06-07 10:48,0,0.33,0.65
default-1000N8,8,2022-06-07 10:49,1,0.24,0.69
noemb-1000N9,9,2022-06-07 10:51,0,0.29,0.68
3dsincos-1000N8,8,2022-06-07 10:53,1,0.49,1.02
3dsincos-100N9,9,2022-06-07 10:54,0,0.54,1.05
3dsincos-1000N9,9,2022-06-07 10:56,0,0.55,1.02
default-1000N9,9,2022-06-07 10:56,0,0.28,0.67
sincos-100N8,8,2022-06-07 10:59,2,0.24,0.66
sincos-100N9,9,2022-06-07 11:01,1,0.25,0.63
default-1000N8,8,2022-06-07 11:01,2,0.23,0.64
sincos-1000N9,9,2022-06-07 11:01,1,0.25,0.63
noemb-100N9,9,2022-06-07 11:02,3,0.21,0.65
noemb-100N9,9,2022-06-07 11:10,4,0.21,0.65
sincos-100N8,8,2022-06-07 11:12,3,0.23,0.62
noemb-1000N9,9,2022-06-07 11:24,3,0.21,0.66
sincos-100N9,9,2022-06-07 11:24,3,0.23,0.62
noemb-100N9,9,2022-06-07 11:42,8,0.20,0.62
noemb-1000N9,9,2022-06-07 11:57,6,0.20,0.65
sincos-1000N9,9,2022-06-07 12:36,8,0.21,0.63
edges-20N-noemb0,0,2022-06-07 16:07,0,0.32,0.66
edges-20N-noemb0,0,2022-06-07 16:20,1,0.25,0.62
edges-100N-noemb8,8,2022-06-07 17:20,0,0.33,0.66
edges-10N-noemb9,9,2022-06-07 17:20,0,0.32,0.67
edges-10N-noemb6,6,2022-06-07 17:20,0,0.35,0.66
edges-1000N-noemb9,9,2022-06-07 17:21,0,0.30,0.64
edges-1000N-noemb8,8,2022-06-07 17:21,0,0.36,0.66
edges-100N-noemb5,5,2022-06-07 17:24,0,0.32,0.68
edges-100N-noemb4,4,2022-06-07 17:24,0,0.32,0.68
edges-1000N-noemb0,0,2022-06-07 17:24,0,0.31,0.66
edges-1000N-noemb5,5,2022-06-07 17:25,0,0.36,0.65
edges-100N-noemb9,9,2022-06-07 17:25,0,0.33,0.66
edges-100N-noemb6,6,2022-06-07 17:25,0,0.32,0.66
edges-100N-noemb0,0,2022-06-07 17:25,0,0.31,0.64
edges-10N-noemb2,2,2022-06-07 17:25,0,0.31,0.67
edges-10N-noemb0,0,2022-06-07 17:25,0,0.33,0.68
edges-100N-noemb2,2,2022-06-07 17:25,0,0.32,0.66
edges-1000N-noemb1,1,2022-06-07 17:25,0,0.33,0.62
edges-10N-noemb5,5,2022-06-07 17:25,0,0.38,0.73
edges-10N-noemb8,8,2022-06-07 17:25,0,0.34,0.69
edges-10N-noemb3,3,2022-06-07 17:25,0,0.35,0.68
edges-100N-noemb7,7,2022-06-07 17:25,0,0.33,0.62
edges-1000N-noemb2,2,2022-06-07 17:25,0,0.31,0.65
edges-100N-noemb3,3,2022-06-07 17:26,0,0.34,0.67
edges-1000N-noemb4,4,2022-06-07 17:26,0,0.33,0.68
edges-1000N-noemb3,3,2022-06-07 17:26,0,0.35,0.66
edges-1000N-noemb6,6,2022-06-07 17:26,0,0.32,0.63
edges-10N-noemb4,4,2022-06-07 17:26,0,0.35,0.71
edges-100N-noemb1,1,2022-06-07 17:26,0,0.32,0.63
edges-10N-noemb7,7,2022-06-07 17:26,0,0.32,0.64
edges-10N-noemb1,1,2022-06-07 17:26,0,0.40,0.68
edges-1000N-noemb7,7,2022-06-07 17:27,0,0.35,0.62
edges-10N-noemb9,9,2022-06-07 17:29,1,0.27,0.62
edges-10N-noemb6,6,2022-06-07 17:29,1,0.27,0.65
edges-1000N-noemb9,9,2022-06-07 17:30,1,0.24,0.61
edges-1000N-noemb8,8,2022-06-07 17:31,1,0.24,0.65
edges-100N-noemb4,4,2022-06-07 17:37,1,0.25,0.60
edges-100N-noemb5,5,2022-06-07 17:37,1,0.24,0.65
edges-100N-noemb8,8,2022-06-07 17:37,2,0.23,0.65
edges-1000N-noemb0,0,2022-06-07 17:37,1,0.24,0.64
edges-100N-noemb2,2,2022-06-07 17:38,1,0.24,0.64
edges-100N-noemb9,9,2022-06-07 17:38,1,0.25,0.62
edges-100N-noemb6,6,2022-06-07 17:38,1,0.25,0.64
edges-100N-noemb0,0,2022-06-07 17:38,1,0.24,0.64
edges-10N-noemb2,2,2022-06-07 17:38,1,0.26,0.65
edges-10N-noemb3,3,2022-06-07 17:39,1,0.26,0.64
edges-10N-noemb5,5,2022-06-07 17:39,1,0.27,0.66
edges-10N-noemb8,8,2022-06-07 17:39,1,0.26,0.68
